maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,tenTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,tenNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
50407,Thác Nặm Trá,"Thác Nặm Trá là một địa điểm du lịch nổi tiếng tại Cao Bằng, Việt Nam. Đây là điểm đến thu hút nhiều du khách với cảnh quan đẹp và nhiều hoạt động thú vị.","Thác Nặm Trá, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:58,2025-11-02 19:20:58,active,Địa điểm du lịch nổi tiếng tại Cao Bằng,"Tham quan, chụp ảnh"
50462,Hospital Da Nang,Địa điểm hospital tại Da Nang,"Da Nang, Việt Nam",86,Đà Nẵng,dia_danh,16.172330164178007,108.43801860155132,,,,,,4.0,0,0,,,2025-11-04 13:36:17,2025-11-04 13:36:17,active,"{""category"": ""hospital"", ""source"": """", ""image_url"": null, ""province"": null}",
50490,Hospital Dong Nai,Địa điểm hospital tại Dong Nai,"Dong Nai, Việt Nam",102,Đồng Nai,dia_danh,11.121350553566876,106.74887426656954,,,,,,4.0,0,0,,,2025-11-04 13:36:26,2025-11-04 13:36:26,active,"{""category"": ""hospital"", ""source"": """", ""image_url"": null, ""province"": null}",
50545,Bar Ocean,Địa điểm pub tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.8344191541508,107.1306184532679,,,,,,4.0,0,0,,,2025-11-04 13:38:23,2025-11-04 13:38:23,active,"{""category"": ""pub"", ""source"": """", ""image_url"": null, ""province"": null}",
50555,Da Lat Garden,Nhà hàng bar tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.48237110230864,106.19925997629905,,,,,,4.0,0,0,,,2025-11-04 13:38:26,2025-11-04 13:38:26,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50557,Library Thanh Hoa,Địa điểm library tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.94613808766728,105.54475522311144,,,,,,4.0,0,0,,,2025-11-04 13:38:27,2025-11-04 13:38:27,active,"{""category"": ""library"", ""source"": """", ""image_url"": null, ""province"": null}",
50591,Pagoda Ha Tinh,Địa điểm pagoda tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.42942851767406,105.96334212288748,,,,,,4.0,0,0,,,2025-11-04 13:38:38,2025-11-04 13:38:38,active,"{""category"": ""pagoda"", ""source"": """", ""image_url"": null, ""province"": null}",
50596,Pho Hoa Ha Tinh,Điểm đến park tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.72709763685256,105.7864790537036,,,,,,4.0,0,0,,,2025-11-04 13:38:39,2025-11-04 13:38:39,active,"{""category"": ""park"", ""source"": """", ""image_url"": null, ""province"": null}",
50413,Forest Saigon,Thông tin về Forest Saigon tại Hai Phong. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.7710942989066,106.81155389795492,,,,,,3.9,0,0,,,2025-11-04 13:34:44,2025-11-04 13:34:44,active,"{""category"": ""fine_dining"", ""source"": """", ""image_url"": null, ""province"": null}",
50419,Cung Nui Thanh Hoa,Thông tin về Cung Nui Thanh Hoa tại Thanh Hoa. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,20.258850970137456,105.75014156950954,,,,,,3.9,0,0,,,2025-11-04 13:34:46,2025-11-04 13:34:46,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50464,Cang Lich Quang Nam,Điểm đến waterfall tại Quang Nam,"Quang Nam, Việt Nam",86,Đà Nẵng,dia_danh,15.441942692572605,108.19014633116052,30000.0,,,,,3.9,0,0,,,2025-11-04 13:36:17,2025-11-04 13:36:17,active,"{""category"": ""waterfall"", ""source"": """", ""image_url"": null, ""province"": null}",
50468,Harbor Quang Ngai,Địa điểm harbor tại Quang Ngai,"Quang Ngai, Việt Nam",94,Bình Định,dia_danh,15.12862024380894,108.40259797618631,,,,,,3.9,0,0,,,2025-11-04 13:36:19,2025-11-04 13:36:19,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50491,Harbor Ba Ria - Vung Tau,Địa điểm harbor tại Ba Ria - Vung Tau,"Ba Ria - Vung Tau, Việt Nam",85,TP. Hồ Chí Minh,dia_danh,10.669471998300237,107.12091097248468,,,,,,3.9,0,0,,,2025-11-04 13:36:26,2025-11-04 13:36:26,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50507,Cong Vien Lich,Điểm đến lake tại Binh Thuan,"Binh Thuan, Việt Nam",113,Lâm Đồng,dia_danh,10.670401170197952,108.02005524954087,,,,,,3.9,0,0,,,2025-11-04 13:36:31,2025-11-04 13:36:31,active,"{""category"": ""lake"", ""source"": """", ""image_url"": null, ""province"": null}",
50586,River Kitchen,Nhà hàng cafe tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.648975040822727,105.73107613049991,,,,,,3.9,0,0,,,2025-11-04 13:38:36,2025-11-04 13:38:36,active,"{""category"": ""cafe"", ""source"": """", ""image_url"": null, ""province"": null}",
50341,Hồ Tây và Phủ Tây Hồ,"Hồ lớn nhất Hà Nội, mang vẻ đẹp lãng mạn, thanh bình. Phủ Tây Hồ là di tích thờ Bà Chúa Liễu Hạnh, linh thiêng và cổ kính.","Đường Thanh Niên, Tây Hồ, Hà Nội (và khu vực xung quanh)",79,Hà Nội,dia_danh,21.054359,105.823908,,Cả ngày,,,,3.8,5,0,,,2025-11-02 18:33:16,2025-11-04 14:18:47,active,"Đạp xe, ngắm hoàng hôn, Phủ Tây Hồ, Chùa Trấn Quốc","Quán cà phê, nhà hàng ven hồ"
50372,Phố cổ Đồng Văn,"Phố cổ Đồng Văn là một quần thể kiến trúc độc đáo nằm giữa lòng thị trấn Đồng Văn, huyện Đồng Văn, tỉnh Hà Giang, Việt Nam. Nơi đây nổi bật với những ngôi nhà cổ có niên đại hàng trăm năm, mang đậm phong cách kiến trúc của người Tày, Mông, Hoa với mái ngói âm dương, tường trình đất và những con đường lát đá rêu phong. Phố cổ không chỉ là một điểm đến du lịch hấp dẫn mà còn là trung tâm văn hóa, thương mại sầm uất của cả vùng cao nguyên đá Đồng Văn, đặc biệt là vào những ngày chợ phiên cuối tuần. Du khách có thể khám phá lịch sử, thưởng thức ẩm thực địa phương và hòa mình vào không khí văn hóa đa sắc tộc.","Thị trấn Đồng Văn, huyện Đồng Văn, tỉnh Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.832852,104.987838,,00:00,23:59,,,3.8,5,0,,,2025-11-02 19:15:13,2025-11-04 14:18:47,active,"Kiến trúc cổ kính độc đáo, chợ phiên truyền thống sầm uất, văn hóa đa sắc tộc, ẩm thực địa phương phong phú, trung tâm cao nguyên đá Đồng Văn.","Nhà nghỉ, khách sạn, homestay, nhà hàng, quán cà phê, cửa hàng đặc sản, chợ truyền thống, ATM, dịch vụ cho thuê xe máy."
50444,Atm Quang Tri,Thông tin về Atm Quang Tri tại Quang Tri. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Tri, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.903411209829,106.92820006784396,,,,,,3.8,5,0,,,2025-11-04 13:34:54,2025-11-04 14:18:47,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50466,Chua Bai Bien,Điểm đến museum tại Quang Nam,"Quang Nam, Việt Nam",86,Đà Nẵng,dia_danh,15.952633825202968,108.13005876378278,50000.0,,,,,3.8,5,0,,,2025-11-04 13:36:18,2025-11-04 14:18:47,active,"{""category"": ""museum"", ""source"": """", ""image_url"": null, ""province"": null}",
50499,Bistro Vietnam,Nhà hàng upscale restaurant tại Tay Ninh,"Tay Ninh, Việt Nam",95,Bình Dương,nha_hang,11.68858801805652,106.57306650345647,,,,,,3.8,5,0,,,2025-11-04 13:36:29,2025-11-04 14:18:46,active,"{""category"": ""upscale_restaurant"", ""source"": """", ""image_url"": null, ""province"": null}",
50561,School Thanh Hoa,Địa điểm school tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.703681899555864,105.31589136715648,,,,,,3.8,5,0,,,2025-11-04 13:38:28,2025-11-04 14:18:46,active,"{""category"": ""school"", ""source"": """", ""image_url"": null, ""province"": null}",
50593,Convenience Store Ha Tinh,Địa điểm convenience store tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.192130636218984,106.00669258974094,,,,,,3.8,5,0,,,2025-11-04 13:38:38,2025-11-04 14:18:46,active,"{""category"": ""convenience_store"", ""source"": """", ""image_url"": null, ""province"": null}",
50347,Công viên Nước Hồ Tây,"Khu vui chơi giải trí dưới nước lớn và lâu đời nhất tại Hà Nội, với nhiều trò chơi mạo hiểm và thư giãn.","614 Lạc Long Quân, Nhật Tân, Tây Hồ, Hà Nội",79,Hà Nội,giai_tri,21.066455,105.807857,170000.0,09:00 - 20:00,,+84 24 3718 4198,http://www.hoangminhmedia.com/,3.8,0,0,,,2025-11-02 18:33:16,2025-11-02 18:33:16,active,"Trò chơi mạo hiểm dưới nước, bể bơi tạo sóng","Nhà hàng, khu thay đồ"
50430,Saigon Forest,Thông tin về Saigon Forest tại Ha Tinh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.30318558784728,105.456272752858,,,,,,3.8,0,0,,,2025-11-04 13:34:50,2025-11-04 13:34:50,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50439,San Bay Vuon Quang Binh,Thông tin về San Bay Vuon Quang Binh tại Quang Binh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Binh, Việt Nam",105,Hà Tĩnh,dia_danh,16.969900996975277,106.2997482076347,,,,,,3.8,0,0,,,2025-11-04 13:34:53,2025-11-04 13:34:53,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50578,Spa Zen,Địa điểm massage tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.5471906423049,106.02851887056448,,,,,,3.8,0,0,,,2025-11-04 13:38:34,2025-11-04 13:38:34,active,"{""category"": ""massage"", ""source"": """", ""image_url"": null, ""province"": null}",
50598,Marina Ha Tinh,Địa điểm marina tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.57715447004333,106.11287192238942,,,,,,3.8,0,0,,,2025-11-04 13:38:40,2025-11-04 13:38:40,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50426,Harbor Nghe An,Thông tin về Harbor Nghe An tại Nghe An. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.46550743092738,105.617577668021,,,,,,3.7,0,0,,,2025-11-04 13:34:48,2025-11-04 13:34:48,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50503,Marina Binh Phuoc,Địa điểm marina tại Binh Phuoc,"Binh Phuoc, Việt Nam",102,Đồng Nai,dia_danh,11.261047255358683,106.8396163963004,,,,,,3.7,0,0,,,2025-11-04 13:36:30,2025-11-04 13:36:30,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50509,Bai Bien Hoa,Điểm đến waterfall tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.080055201079453,105.52497951311472,30000.0,,,,,3.7,0,0,,,2025-11-04 13:38:12,2025-11-04 13:38:12,active,"{""category"": ""waterfall"", ""source"": """", ""image_url"": null, ""province"": null}",
50546,Cung Hoc,Điểm đến mountain tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.46502245722741,106.54012113592324,,,,,,3.7,0,0,,,2025-11-04 13:38:23,2025-11-04 13:38:23,active,"{""category"": ""mountain"", ""source"": """", ""image_url"": null, ""province"": null}",
50549,Shopping Center Hai Phong,Địa điểm market tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,mua_sam,20.77632558206941,107.12500028539904,,,,,,3.7,0,0,,,2025-11-04 13:38:24,2025-11-04 13:38:24,active,"{""category"": ""market"", ""source"": """", ""image_url"": null, ""province"": null}",
50558,Beach Thanh Hoa,Địa điểm beach tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.885970648762022,105.80043423040723,,,,,,3.7,0,0,,,2025-11-04 13:38:27,2025-11-04 13:38:27,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50577,Library Nghe An,Địa điểm library tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.26154018939805,105.89078959135064,,,,,,3.7,0,0,,,2025-11-04 13:38:33,2025-11-04 13:38:33,active,"{""category"": ""library"", ""source"": """", ""image_url"": null, ""province"": null}",
50585,Club Nghe An,Địa điểm club tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,19.02709560019853,105.87679750156305,,,,,,3.7,0,0,,,2025-11-04 13:38:36,2025-11-04 13:38:36,active,"{""category"": ""club"", ""source"": """", ""image_url"": null, ""province"": null}",
50607,Mountain Ha Tinh,Địa điểm mountain tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.356095693507367,106.01425509217606,,,,,,3.7,0,0,,,2025-11-04 13:38:43,2025-11-04 13:38:43,active,"{""category"": ""mountain"", ""source"": """", ""image_url"": null, ""province"": null}",
50335,Hồ Hoàn Kiếm và Đền Ngọc Sơn,"Trái tim của Thủ đô, gắn liền với truyền thuyết trả gươm thần. Là khu vực di tích lịch sử, văn hóa và không gian đi bộ cuối tuần.","Phố Đinh Tiên Hoàng, Hoàn Kiếm, Hà Nội",79,Hà Nội,dia_danh,21.028511,105.854167,30000.0,Cả ngày,,,,3.6,5,0,,,2025-11-02 18:33:16,2025-11-04 14:18:46,active,"Di tích lịch sử, không gian đi bộ, Tháp Rùa","Phố đi bộ, dịch vụ xung quanh"
50408,Lăng Chủ tịch Hồ Chí Minh,Thông tin về Lăng Chủ tịch Hồ Chí Minh tại Hanoi. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.0369,105.8325,,,,,,3.6,5,0,,,2025-11-04 13:34:43,2025-11-04 14:18:47,active,"{""category"": ""memorial"", ""source"": """", ""image_url"": null, ""province"": null}",
50485,Nha Hang Sunset,Nhà hàng upscale restaurant tại Binh Duong,"Binh Duong, Việt Nam",95,Bình Dương,nha_hang,11.319158125269018,106.76782428264116,,,,,,3.6,5,0,,,2025-11-04 13:36:24,2025-11-04 14:18:45,active,"{""category"": ""upscale_restaurant"", ""source"": """", ""image_url"": null, ""province"": null}",
50532,Ben Nui,Điểm đến lake tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.31409268988524,106.25008566385534,,,,,,3.6,5,0,,,2025-11-04 13:38:19,2025-11-04 14:18:46,active,"{""category"": ""lake"", ""source"": """", ""image_url"": null, ""province"": null}",
50534,Vinpearl Land Times City,Công viên giải trí trong nhà cho gia đình,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.0255,105.8542,,,,,,3.6,5,0,,,2025-11-04 13:38:20,2025-11-04 14:18:47,active,"{""category"": ""indoor_theme_park"", ""source"": """", ""image_url"": null, ""province"": null}",
50563,River Thanh Hoa,Địa điểm river tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,20.071867903063826,105.38009247358652,,,,,,3.6,5,0,,,2025-11-04 13:38:29,2025-11-04 14:18:46,active,"{""category"": ""river"", ""source"": """", ""image_url"": null, ""province"": null}",
50423,Pub Vietnam,Thông tin về Pub Vietnam tại Thanh Hoa. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.80619807096092,105.5005530784859,,,,,,3.6,0,0,,,2025-11-04 13:34:48,2025-11-04 13:34:48,active,"{""category"": ""food_court"", ""source"": """", ""image_url"": null, ""province"": null}",
50472,Atm Quang Ngai,Địa điểm atm tại Quang Ngai,"Quang Ngai, Việt Nam",94,Bình Định,dia_danh,14.628568412821036,109.19196762643575,,,,,,3.6,0,0,,,2025-11-04 13:36:20,2025-11-04 13:36:20,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50478,Marina Binh Dinh,Địa điểm marina tại Binh Dinh,"Binh Dinh, Việt Nam",94,Bình Định,dia_danh,13.450990217444051,108.73482680704728,,,,,,3.6,0,0,,,2025-11-04 13:36:22,2025-11-04 13:36:22,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50486,Bao Tang Nui,Điểm đến historical site tại Dong Nai,"Dong Nai, Việt Nam",102,Đồng Nai,dia_danh,11.12328879439388,107.08395932637278,,,,,,3.6,0,0,,,2025-11-04 13:36:25,2025-11-04 13:36:25,active,"{""category"": ""historical_site"", ""source"": """", ""image_url"": null, ""province"": null}",
50489,Nui Vuon,Điểm đến beach tại Dong Nai,"Dong Nai, Việt Nam",102,Đồng Nai,dia_danh,10.885378335850262,106.38881385457532,,,,,,3.6,0,0,,,2025-11-04 13:36:26,2025-11-04 13:36:26,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50492,Atm Ba Ria - Vung Tau,Địa điểm atm tại Ba Ria - Vung Tau,"Ba Ria - Vung Tau, Việt Nam",85,TP. Hồ Chí Minh,dia_danh,10.493388545759483,106.81483757461228,,,,,,3.6,0,0,,,2025-11-04 13:36:27,2025-11-04 13:36:27,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50525,Cafe River,Địa điểm bar tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,20.694758596684053,106.12336144890868,,,,,,3.6,0,0,,,2025-11-04 13:38:17,2025-11-04 13:38:17,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50562,Cho Cong Vien Thanh Hoa,Điểm đến lake tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.66736970218245,105.38668921080787,,,,,,3.6,0,0,,,2025-11-04 13:38:29,2025-11-04 13:38:29,active,"{""category"": ""lake"", ""source"": """", ""image_url"": null, ""province"": null}",
50587,Cho Van,Điểm đến cultural site tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.849441140667,105.61133977895706,,,,,,3.6,0,0,,,2025-11-04 13:38:36,2025-11-04 13:38:36,active,"{""category"": ""cultural_site"", ""source"": """", ""image_url"": null, ""province"": null}",
50590,River Nghe An,Địa điểm river tại Nghe An,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.532000006047426,105.95799972416846,,,,,,3.6,0,0,,,2025-11-04 13:38:37,2025-11-04 13:38:37,active,"{""category"": ""river"", ""source"": """", ""image_url"": null, ""province"": null}",
50425,Mountain Vietnam,Thông tin về Mountain Vietnam tại Nghe An. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Nghe An, Việt Nam",115,Nghệ An,dia_danh,18.79106467102921,105.6225742026398,,,,,,3.5,0,0,,,2025-11-04 13:34:48,2025-11-04 13:34:48,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50501,Harbor Binh Phuoc,Địa điểm harbor tại Binh Phuoc,"Binh Phuoc, Việt Nam",102,Đồng Nai,dia_danh,11.34106004569994,106.91852035572428,,,,,,3.5,0,0,,,2025-11-04 13:36:29,2025-11-04 13:36:29,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50526,Den Su,Điểm đến mountain tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.47216100221607,105.89382566856467,,,,,,3.5,0,0,,,2025-11-04 13:38:17,2025-11-04 13:38:17,active,"{""category"": ""mountain"", ""source"": """", ""image_url"": null, ""province"": null}",
50536,Club Hai Phong,Địa điểm club tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.68918197441897,106.35409817667669,,,,,,3.5,0,0,,,2025-11-04 13:38:20,2025-11-04 13:38:20,active,"{""category"": ""club"", ""source"": """", ""image_url"": null, ""province"": null}",
50542,Port Hai Phong,Địa điểm port tại Hai Phong,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.57873196269514,106.20330677653192,,,,,,3.5,0,0,,,2025-11-04 13:38:22,2025-11-04 13:38:22,active,"{""category"": ""port"", ""source"": """", ""image_url"": null, ""province"": null}",
50599,Pub Ocean,Nhà hàng bar tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.494006553179165,105.74176370764596,,,,,,3.5,0,0,,,2025-11-04 13:38:40,2025-11-04 13:38:40,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50601,Rooftop Hue,Nhà hàng fast food tại Ha Tinh,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.55457448463665,106.17463627858736,,,,,,3.5,0,0,,,2025-11-04 13:38:41,2025-11-04 13:38:41,active,"{""category"": ""fast_food"", ""source"": """", ""image_url"": null, ""province"": null}",
50554,Hang Sửng Sốt,Hang động đẹp nhất trong vịnh Hạ Long,"Quang Ninh, Việt Nam",123,Quảng Ninh,dia_danh,20.9101,107.1839,,,,,,3.4,5,0,,,2025-11-04 13:38:26,2025-11-04 14:18:47,active,"{""category"": ""nature"", ""source"": """", ""image_url"": null, ""province"": null}",
50566,Lang Truong,Điểm đến shopping center tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,mua_sam,19.789735551250548,106.0670715154524,,,,,,3.4,5,0,,,2025-11-04 13:38:30,2025-11-04 14:18:46,active,"{""category"": ""shopping_center"", ""source"": """", ""image_url"": null, ""province"": null}",
50567,Square Hoi An,Nhà hàng traditional restaurant tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,nha_hang,20.10908432820687,105.55434376204713,,,,,,3.4,5,0,,,2025-11-04 13:38:30,2025-11-04 14:18:47,active,"{""category"": ""traditional_restaurant"", ""source"": """", ""image_url"": null, ""province"": null}",
50415,Marina Hai Phong,Thông tin về Marina Hai Phong tại Hai Phong. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Hai Phong, Việt Nam",87,Hải Phòng,dia_danh,20.609051053320364,106.33496608494312,,,,,,3.4,0,0,,,2025-11-04 13:34:45,2025-11-04 13:34:45,active,"{""category"": ""marina"", ""source"": """", ""image_url"": null, ""province"": null}",
50432,Atm Ha Tinh,Thông tin về Atm Ha Tinh tại Ha Tinh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.147542380539708,105.80483703708988,,,,,,3.4,0,0,,,2025-11-04 13:34:50,2025-11-04 13:34:50,active,"{""category"": ""atm"", ""source"": """", ""image_url"": null, ""province"": null}",
50442,Bao Tang Hoc,Thông tin về Bao Tang Hoc tại Quang Tri. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Tri, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.59071414683396,106.87887773595406,80000.0,,,,,3.4,0,0,,,2025-11-04 13:34:53,2025-11-04 13:34:53,active,"{""category"": ""cave"", ""source"": """", ""image_url"": null, ""province"": null}",
50446,Square Vietnam,Thông tin về Square Vietnam tại Quang Tri. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Tri, Việt Nam",131,Thừa Thiên Huế,dia_danh,17.176277833656478,107.04513784402258,,,,,,3.4,0,0,,,2025-11-04 13:34:55,2025-11-04 13:34:55,active,"{""category"": ""fine_dining"", ""source"": """", ""image_url"": null, ""province"": null}",
50448,Vietnam Bar,Thông tin về Vietnam Bar tại Quang Tri. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Tri, Việt Nam",131,Thừa Thiên Huế,dia_danh,16.94316592561656,107.48496530779506,,,,,,3.4,0,0,,,2025-11-04 13:34:55,2025-11-04 13:34:55,active,"{""category"": ""cafe"", ""source"": """", ""image_url"": null, ""province"": null}",
50496,Harbor Tay Ninh,Địa điểm harbor tại Tay Ninh,"Tay Ninh, Việt Nam",95,Bình Dương,dia_danh,11.550764212588447,105.91674680164142,,,,,,3.4,0,0,,,2025-11-04 13:36:28,2025-11-04 13:36:28,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50513,Cung Vuon,Điểm đến religious site tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,21.18018830658786,106.0476090798895,,,,,,3.4,0,0,,,2025-11-04 13:38:13,2025-11-04 13:38:13,active,"{""category"": ""religious_site"", ""source"": """", ""image_url"": null, ""province"": null}",
50520,Phu Quoc Bar,Nhà hàng buffet tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,20.528644852919644,105.9241556607314,,,,,,3.4,0,0,,,2025-11-04 13:38:15,2025-11-04 13:38:15,active,"{""category"": ""buffet"", ""source"": """", ""image_url"": null, ""province"": null}",
50522,Cafe Mountain,Địa điểm bar tại Hanoi,"Hanoi, Việt Nam",79,Hà Nội,dia_danh,20.5311770150192,106.133660333004,,,,,,3.4,0,0,,,2025-11-04 13:38:16,2025-11-04 13:38:16,active,"{""category"": ""bar"", ""source"": """", ""image_url"": null, ""province"": null}",
50569,Pho Su,Điểm đến cultural site tại Thanh Hoa,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.71864810805681,106.14065872236644,,,,,,3.4,0,0,,,2025-11-04 13:38:31,2025-11-04 13:38:31,active,"{""category"": ""cultural_site"", ""source"": """", ""image_url"": null, ""province"": null}",
50422,Cau Van,Thông tin về Cau Van tại Thanh Hoa. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Thanh Hoa, Việt Nam",130,Thanh Hóa,dia_danh,19.80657229075416,105.36463046187303,,,,,,3.3,0,0,,,2025-11-04 13:34:47,2025-11-04 13:34:47,active,"{""category"": ""beach"", ""source"": """", ""image_url"": null, ""province"": null}",
50431,Harbor Ha Tinh,Thông tin về Harbor Ha Tinh tại Ha Tinh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Ha Tinh, Việt Nam",105,Hà Tĩnh,dia_danh,18.1982424577619,105.97607113708872,,,,,,3.3,0,0,,,2025-11-04 13:34:50,2025-11-04 13:34:50,active,"{""category"": ""harbor"", ""source"": """", ""image_url"": null, ""province"": null}",
50435,Nha Hat Lich Quang Binh,Thông tin về Nha Hat Lich Quang Binh tại Quang Binh. Đây là một địa điểm nổi tiếng với nhiều hoạt động và trải nghiệm thú vị.,"Quang Binh, Việt Nam",105,Hà Tĩnh,dia_danh,17.468181398392332,106.3880830503089,,,,,,3.3,0,0,,,2025-11-04 13:34:51,2025-11-04 13:34:51,active,"{""category"": ""religious_site"", ""source"": """", ""image_url"": null, ""province"": null}",
