name,city,rating,types,latitude,longitude,description,category,price_level,amenities,room_types,cuisine_type,specialties,food_type,historical_period,special_features,entertainment_type,wellness_type,family_type,created_at
Clinic Khanh Hoa,Khanh Hoa,3.9,['clinic'],12.35806293395038,109.3046032209133,Địa điểm clinic tại Khanh Hoa,clinic,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Quang Tri,Quang Tri,4.3,['swimming_pool'],17.165908571732974,107.5187223178131,Địa điểm swimming pool tại Quang Tri,swimming_pool,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Tam Dao,Tam Dao,3.9,['monument'],21.245689871537703,105.91611176025904,Địa điểm monument tại Tam Dao,monument,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Nha Trang,Nha Trang,2.5,['atm'],12.422894091864702,109.56602534517948,Địa điểm atm tại Nha Trang,atm,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Ninh Thuan,Ninh Thuan,4.3,['gas_station'],11.805387573358349,108.49190756726954,Địa điểm gas station tại Ninh Thuan,gas_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Memorial Ba Ria - Vung Tau,Ba Ria - Vung Tau,3.8,['memorial'],10.352804360364496,107.12403182442702,Địa điểm memorial tại Ba Ria - Vung Tau,memorial,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Island Thua Thien Hue,Thua Thien Hue,3.5,['island'],16.668327802920018,107.6858563702137,Địa điểm island tại Thua Thien Hue,island,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Thanh Hoa,Thanh Hoa,4.6,['post_office'],19.830631310430345,106.18803590299332,Địa điểm post office tại Thanh Hoa,post_office,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Garden Dong Nai,Dong Nai,4.8,['garden'],11.41032868599656,106.48961049422532,Địa điểm garden tại Dong Nai,garden,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Hai Phong,Hai Phong,3.1,['supermarket'],21.17829553890551,106.38378200493143,Địa điểm supermarket tại Hai Phong,supermarket,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Lake Vinh Long,Vinh Long,2.8,['lake'],9.889534507672494,106.23868793240302,Địa điểm lake tại Vinh Long,lake,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar Sunrise,Quang Binh,4.7,['bar'],17.44749438018211,107.1021260122481,Địa điểm bar tại Quang Binh,bar,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cafe Sunset,Binh Thuan,3.7,['bar'],10.64940351670458,108.08006921105384,Địa điểm bar tại Binh Thuan,bar,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain An Giang,An Giang,3.8,['mountain'],10.746325877279569,104.91841184366992,Địa điểm mountain tại An Giang,mountain,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Binh Dinh,Binh Dinh,2.9,['mountain'],13.565640722051896,108.76391980528336,Địa điểm mountain tại Binh Dinh,mountain,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Memorial Con Dao,Con Dao,3.2,['memorial'],8.488135537691685,106.35090211123584,Địa điểm memorial tại Con Dao,memorial,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Salon Nha Trang,Nha Trang,4.0,['salon'],12.63208119515554,109.48110282549987,Địa điểm salon tại Nha Trang,salon,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Library Kien Giang,Kien Giang,4.3,['library'],9.6043179814407,105.43282115823838,Địa điểm library tại Kien Giang,library,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Phu Quoc,Phu Quoc,4.7,['bank'],10.316736473323523,104.44855117809551,Địa điểm bank tại Phu Quoc,bank,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Dong Thap,Dong Thap,2.8,['museum'],10.067891410262062,105.3821678319968,Địa điểm museum tại Dong Thap,museum,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Binh Dinh,Binh Dinh,4.4,['gas_station'],13.564148999286878,108.5976737375277,Địa điểm gas station tại Binh Dinh,gas_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fitness Tien Giang,Tien Giang,2.7,['fitness'],9.901806222209585,106.40899120438114,Địa điểm fitness tại Tien Giang,fitness,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Hue,Hue,4.3,['school'],15.988684192813352,107.70008935380238,Địa điểm school tại Hue,school,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Relax,Phu Yen,2.5,['massage'],12.81366855092961,109.29309104271512,Địa điểm massage tại Phu Yen,massage,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Cat Ba,Cat Ba,4.3,['university'],20.49118947061324,107.3523879707442,Địa điểm university tại Cat Ba,university,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Lake An Giang,An Giang,4.6,['lake'],10.089695435549956,105.40542273036802,Địa điểm lake tại An Giang,lake,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Hau Giang,Hau Giang,4.5,['school'],10.188136787070476,105.36361050486651,Địa điểm school tại Hau Giang,school,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Khanh Hoa,Khanh Hoa,4.2,['theater'],12.464705672873473,109.42147835709096,Địa điểm theater tại Khanh Hoa,theater,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Kon Tum,Kon Tum,3.8,['post_office'],14.44645030224317,107.725470897495,Địa điểm post office tại Kon Tum,post_office,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bay Ha Long,Ha Long,4.5,['bay'],21.05619273579778,106.71385752487195,Địa điểm bay tại Ha Long,bay,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cafe Sunrise,Phu Yen,3.3,['bar'],13.022776215931868,109.00380879156118,Địa điểm bar tại Phu Yen,bar,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Ba Vi,Ba Vi,4.5,['university'],20.83728949686348,105.44979081524993,Địa điểm university tại Ba Vi,university,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Nha Trang,Nha Trang,2.6,['atm'],12.606612937056555,108.84412107997215,Địa điểm atm tại Nha Trang,atm,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Phan Thiet,Phan Thiet,4.6,['beach'],10.594460328529538,108.15613958676548,Địa điểm beach tại Phan Thiet,beach,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Ba Vi,Ba Vi,4.1,['bank'],21.307402698734585,105.62504788659756,Địa điểm bank tại Ba Vi,bank,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cafe Mountain,Quang Binh,3.1,['pub'],17.21175819266499,106.79370841467257,Địa điểm pub tại Quang Binh,pub,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Long An,Long An,4.4,['harbor'],10.255368081303567,106.77789450204632,Địa điểm harbor tại Long An,harbor,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Library Binh Phuoc,Binh Phuoc,4.2,['library'],11.27110765707238,106.39523113106462,Địa điểm library tại Binh Phuoc,library,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Dong Thap,Dong Thap,3.6,['golf_course'],10.12868546082272,105.75018861602642,Địa điểm golf course tại Dong Thap,golf_course,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Ba Ria - Vung Tau,Ba Ria - Vung Tau,4.9,['port'],9.998720321224484,107.07840043047072,Địa điểm port tại Ba Ria - Vung Tau,port,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Dong Thap,Dong Thap,3.7,['university'],10.760407539654196,106.15330083586636,Địa điểm university tại Dong Thap,university,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar Sunset,Da Nang,3.6,['bar'],15.644421820216756,108.05698866299905,Địa điểm bar tại Da Nang,bar,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Binh Duong,Binh Duong,3.9,['school'],11.42987848828338,106.68690892721824,Địa điểm school tại Binh Duong,school,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Thanh Hoa,Thanh Hoa,4.3,['police_station'],19.875701419802528,105.42230957019407,Địa điểm police station tại Thanh Hoa,police_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Ba Ria - Vung Tau,Ba Ria - Vung Tau,4.7,['hospital'],10.748252454694937,107.3255862240146,Địa điểm hospital tại Ba Ria - Vung Tau,hospital,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Da Lat,Da Lat,2.8,['car_wash'],12.38564927828276,108.11643776002089,Địa điểm car wash tại Da Lat,car_wash,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Dak Lak,Dak Lak,4.4,['pagoda'],12.88070955558848,108.2083713918542,Địa điểm pagoda tại Dak Lak,pagoda,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Bac Lieu,Bac Lieu,4.4,['harbor'],9.107367366315836,105.71731672495297,Địa điểm harbor tại Bac Lieu,harbor,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Hau Giang,Hau Giang,4.0,['taxi_stand'],9.33675136839645,105.49092894910592,Địa điểm taxi stand tại Hau Giang,taxi_stand,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Quang Binh,Quang Binh,2.7,['taxi_stand'],17.119038727846736,106.95068104115089,Địa điểm taxi stand tại Quang Binh,taxi_stand,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Quang Nam,Quang Nam,2.5,['car_wash'],15.501336138976123,107.999390552972,Địa điểm car wash tại Quang Nam,car_wash,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Binh Dinh,Binh Dinh,3.6,['mosque'],12.796181016750372,109.15399363445512,Địa điểm mosque tại Binh Dinh,mosque,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Relax,Hoi An,4.6,['massage'],16.376323512061216,107.96000577857993,Địa điểm massage tại Hoi An,massage,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Dak Nong,Dak Nong,4.8,['pagoda'],12.11986545262894,108.05588225916404,Địa điểm pagoda tại Dak Nong,pagoda,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Con Dao,Con Dao,3.1,['bank'],8.880805686070685,106.745189547305,Địa điểm bank tại Con Dao,bank,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Island Ha Long,Ha Long,3.8,['island'],21.00637657337113,107.19070131844444,Địa điểm island tại Ha Long,island,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Club Kon Tum,Kon Tum,3.2,['club'],14.711476659104289,107.55212705583328,Địa điểm club tại Kon Tum,club,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Ha Long,Ha Long,3.9,['bank'],20.7027476123796,107.16419060676046,Địa điểm bank tại Ha Long,bank,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar Sunset,Vung Tau,3.2,['pub'],10.516824839166617,107.42664252335354,Địa điểm pub tại Vung Tau,pub,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Marina Soc Trang,Soc Trang,3.7,['marina'],9.504775629401005,105.65818050417036,Địa điểm marina tại Soc Trang,marina,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Aquarium Ninh Thuan,Ninh Thuan,3.5,['aquarium'],11.894623778205135,108.54201784944254,Địa điểm aquarium tại Ninh Thuan,aquarium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Tay Ninh,Tay Ninh,3.1,['museum'],11.301190801493751,105.86181304827332,Địa điểm museum tại Tay Ninh,museum,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Marina Hau Giang,Hau Giang,3.6,['marina'],9.35300707369442,105.8335333413975,Địa điểm marina tại Hau Giang,marina,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Dong Nai,Dong Nai,4.2,['gas_station'],10.633966648295718,106.58743454962628,Địa điểm gas station tại Dong Nai,gas_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fitness Quang Binh,Quang Binh,2.6,['fitness'],17.40245993394694,107.07248644839724,Địa điểm fitness tại Quang Binh,fitness,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Shopping Center Ba Ria - Vung Tau,Ba Ria - Vung Tau,3.0,['market'],9.896103391680413,106.6124489984473,Địa điểm market tại Ba Ria - Vung Tau,market,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Zoo Gia Lai,Gia Lai,4.5,['zoo'],13.8470366243542,107.81691723369858,Địa điểm zoo tại Gia Lai,zoo,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Cat Ba,Cat Ba,2.5,['theater'],20.769676296919734,106.6920482429725,Địa điểm theater tại Cat Ba,theater,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Dong Nai,Dong Nai,2.6,['cave'],11.224997832029835,106.38510055240651,Địa điểm cave tại Dong Nai,cave,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Aquarium An Giang,An Giang,4.6,['aquarium'],10.514159710211246,104.76425525931177,Địa điểm aquarium tại An Giang,aquarium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Tennis Court Da Lat,Da Lat,2.8,['tennis_court'],11.586372647133146,107.96250580133538,Địa điểm tennis court tại Da Lat,tennis_court,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Cat Ba,Cat Ba,4.4,['port'],20.526292078450773,107.32029744037727,Địa điểm port tại Cat Ba,port,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Library Thanh Hoa,Thanh Hoa,3.0,['library'],19.5006182678424,106.15176224874088,Địa điểm library tại Thanh Hoa,library,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Royal,Khanh Hoa,3.2,['massage'],11.91207994289145,109.26169267943745,Địa điểm massage tại Khanh Hoa,massage,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Ninh Thuan,Ninh Thuan,4.3,['cinema'],11.843019406947326,109.1095414451724,Địa điểm cinema tại Ninh Thuan,cinema,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Convenience Store Nghe An,Nghe An,2.9,['convenience_store'],18.46490070619382,106.01992269625087,Địa điểm convenience store tại Nghe An,convenience_store,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Lake Quang Nam,Quang Nam,4.7,['lake'],16.22090689933603,108.45306615749588,Địa điểm lake tại Quang Nam,lake,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Lam Dong,Lam Dong,4.0,['pagoda'],12.371560609719172,108.10791073147428,Địa điểm pagoda tại Lam Dong,pagoda,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Ninh Thuan,Ninh Thuan,4.3,['museum'],11.18764630291674,108.6508037994944,Địa điểm museum tại Ninh Thuan,museum,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Tam Dao,Tam Dao,3.5,['gas_station'],21.503978058840865,106.11893354348958,Địa điểm gas station tại Tam Dao,gas_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Phan Thiet,Phan Thiet,3.7,['market'],10.54567711366703,107.86046399588506,Địa điểm market tại Phan Thiet,market,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Binh Dinh,Binh Dinh,4.8,['bank'],12.776793297104414,108.66891983209044,Địa điểm bank tại Binh Dinh,bank,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Ben Tre,Ben Tre,4.3,['river'],10.474304878946644,105.906500265739,Địa điểm river tại Ben Tre,river,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Phu Quoc,Phu Quoc,4.4,['mountain'],9.928779114142207,103.9106338518922,Địa điểm mountain tại Phu Quoc,mountain,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Island Tra Vinh,Tra Vinh,3.3,['island'],9.675055879025274,106.19094793303104,Địa điểm island tại Tra Vinh,island,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Quy Nhon,Quy Nhon,3.2,['supermarket'],13.49376368096438,109.15139382974384,Địa điểm supermarket tại Quy Nhon,supermarket,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Tien Giang,Tien Giang,4.0,['car_wash'],10.38040059659834,105.86108104342364,Địa điểm car wash tại Tien Giang,car_wash,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Hoi An,Hoi An,2.6,['bank'],15.639058206811066,108.51315068192604,Địa điểm bank tại Hoi An,bank,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Sunset,Hau Giang,3.7,['bar'],10.20025390592478,105.0342680066721,Địa điểm bar tại Hau Giang,bar,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Gia Lai,Gia Lai,4.6,['pagoda'],14.280572070898511,107.65571123833952,Địa điểm pagoda tại Gia Lai,pagoda,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Thua Thien Hue,Thua Thien Hue,4.3,['car_wash'],16.816331218332365,107.60897181179712,Địa điểm car wash tại Thua Thien Hue,car_wash,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Quy Nhon,Quy Nhon,3.6,['mountain'],13.647023206881864,109.5562952399174,Địa điểm mountain tại Quy Nhon,mountain,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Peninsula Quy Nhon,Quy Nhon,2.6,['peninsula'],13.315814758242698,109.74425640428976,Địa điểm peninsula tại Quy Nhon,peninsula,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Parking Lot Binh Phuoc,Binh Phuoc,4.3,['parking_lot'],11.659666947017037,106.9197627586007,Địa điểm parking lot tại Binh Phuoc,parking_lot,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bus Station Kien Giang,Kien Giang,4.0,['bus_station'],9.524978114567938,104.65214593421204,Địa điểm bus station tại Kien Giang,bus_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bus Station Ba Vi,Ba Vi,4.3,['bus_station'],21.2074196193816,105.37502583315266,Địa điểm bus station tại Ba Vi,bus_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Aquarium Con Dao,Con Dao,3.1,['aquarium'],8.246143872324643,106.93968358754184,Địa điểm aquarium tại Con Dao,aquarium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Ha Long,Ha Long,3.2,['theater'],21.28344174072248,107.63876509465062,Địa điểm theater tại Ha Long,theater,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Mountain,Gia Lai,3.0,['cafe'],13.650034948193504,107.98162047447217,Địa điểm cafe tại Gia Lai,cafe,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Salon Quang Nam,Quang Nam,2.9,['salon'],15.949590883202932,108.03952654011428,Địa điểm salon tại Quang Nam,salon,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pharmacy Tam Dao,Tam Dao,2.9,['pharmacy'],21.566399798893528,105.7534029028287,Địa điểm pharmacy tại Tam Dao,pharmacy,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Cat Ba,Cat Ba,4.6,['beach'],20.944088172039176,107.18633211968158,Địa điểm beach tại Cat Ba,beach,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Hoi An,Hoi An,4.6,['river'],15.716959243469638,108.26086175237386,Địa điểm river tại Hoi An,river,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Mui Ne,Mui Ne,2.9,['mosque'],11.232311395800906,107.78786937324688,Địa điểm mosque tại Mui Ne,mosque,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Long An,Long An,2.7,['mountain'],11.080468892495444,106.52186517358152,Địa điểm mountain tại Long An,mountain,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Club Con Dao,Con Dao,4.6,['club'],9.111731828841991,107.07613176513458,Địa điểm club tại Con Dao,club,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Zoo Tay Ninh,Tay Ninh,4.7,['zoo'],11.280435052923462,105.9625082575769,Địa điểm zoo tại Tay Ninh,zoo,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Island Dong Thap,Dong Thap,3.5,['island'],10.527651510699387,105.70978760227877,Địa điểm island tại Dong Thap,island,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Thanh Hoa,Thanh Hoa,4.1,['atm'],19.50040612088097,105.76315770311652,Địa điểm atm tại Thanh Hoa,atm,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Con Dao,Con Dao,4.4,['beach'],9.083155938042289,106.11424372193038,Địa điểm beach tại Con Dao,beach,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Vung Tau,Vung Tau,5.0,['post_office'],10.73789757847354,106.61728902688172,Địa điểm post office tại Vung Tau,post_office,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Bac Lieu,Bac Lieu,2.8,['hospital'],9.19442490492312,105.51018871378008,Địa điểm hospital tại Bac Lieu,hospital,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Memorial Tam Dao,Tam Dao,3.6,['memorial'],21.16653290856681,105.73673409441815,Địa điểm memorial tại Tam Dao,memorial,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Garden Khanh Hoa,Khanh Hoa,4.3,['garden'],11.934929835675335,108.9435348607782,Địa điểm garden tại Khanh Hoa,garden,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Mui Ne,Mui Ne,3.5,['cave'],10.739791083536325,107.87786125834684,Địa điểm cave tại Mui Ne,cave,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Library Kon Tum,Kon Tum,3.1,['library'],13.992500842472351,107.7884267559641,Địa điểm library tại Kon Tum,library,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Ba Vi,Ba Vi,2.9,['cave'],21.41165784603173,105.40224717329262,Địa điểm cave tại Ba Vi,cave,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Vinh Long,Vinh Long,3.8,['park'],10.675652906354902,106.09341077564665,Địa điểm park tại Vinh Long,park,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Ninh Thuan,Ninh Thuan,3.9,['theater'],11.514035166883358,109.45780238848796,Địa điểm theater tại Ninh Thuan,theater,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Dong Nai,Dong Nai,2.8,['stadium'],10.744630978387889,106.57224791714734,Địa điểm stadium tại Dong Nai,stadium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Zoo Ninh Thuan,Ninh Thuan,3.8,['zoo'],11.76815769784748,108.81609652404916,Địa điểm zoo tại Ninh Thuan,zoo,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Ha Long,Ha Long,3.6,['shopping_mall'],20.98138796627769,107.00156035523958,Địa điểm shopping mall tại Ha Long,shopping_mall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cafe Ocean,Sapa,3.4,['bar'],22.38867205976516,104.2085381455635,Địa điểm bar tại Sapa,bar,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Vung Tau,Vung Tau,3.0,['port'],10.84101429513254,107.4930061228516,Địa điểm port tại Vung Tau,port,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Bac Lieu,Bac Lieu,4.0,['school'],9.396468178164028,105.53174716365515,Địa điểm school tại Bac Lieu,school,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Airport Vung Tau,Vung Tau,4.2,['airport'],10.747711330547736,107.45083451702222,Địa điểm airport tại Vung Tau,airport,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bus Station Quy Nhon,Quy Nhon,5.0,['bus_station'],13.739362818712411,109.49866967666308,Địa điểm bus station tại Quy Nhon,bus_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Zoo Hai Phong,Hai Phong,4.4,['zoo'],20.64501320636805,106.3399616855642,Địa điểm zoo tại Hai Phong,zoo,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Hoi An,Hoi An,4.1,['post_office'],16.285862986982785,108.18585082702842,Địa điểm post office tại Hoi An,post_office,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Island Dong Nai,Dong Nai,4.1,['island'],11.223076005516807,106.34328810926128,Địa điểm island tại Dong Nai,island,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Train Station Tam Dao,Tam Dao,3.9,['train_station'],21.05583874460135,106.0081267449394,Địa điểm train station tại Tam Dao,train_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Salon Hoi An,Hoi An,5.0,['salon'],15.4241306708555,107.92951967425547,Địa điểm salon tại Hoi An,salon,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cafe Sunset,Ninh Thuan,4.1,['bar'],11.260344893264143,109.35178499582258,Địa điểm bar tại Ninh Thuan,bar,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Phu Yen,Phu Yen,4.2,['mountain'],13.397628584136502,109.11094431361872,Địa điểm mountain tại Phu Yen,mountain,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fire Station Dong Nai,Dong Nai,4.8,['fire_station'],10.560334735738635,107.00323444709365,Địa điểm fire station tại Dong Nai,fire_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Soc Trang,Soc Trang,4.5,['harbor'],9.18219794228254,105.94366017831528,Địa điểm harbor tại Soc Trang,harbor,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fitness An Giang,An Giang,3.7,['fitness'],10.19029492547559,105.32261181910832,Địa điểm fitness tại An Giang,fitness,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Quang Ngai,Quang Ngai,3.9,['park'],15.22780124968996,108.4129563324205,Địa điểm park tại Quang Ngai,park,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Hoi An,Hoi An,2.7,['hospital'],16.0023329286305,108.49142802613191,Địa điểm hospital tại Hoi An,hospital,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Soc Trang,Soc Trang,3.7,['cinema'],9.570375335104265,106.13005083936385,Địa điểm cinema tại Soc Trang,cinema,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Con Dao,Con Dao,4.8,['mountain'],8.355760149433497,106.89445665564362,Địa điểm mountain tại Con Dao,mountain,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Phan Thiet,Phan Thiet,2.8,['shopping_mall'],10.810908569508308,108.63818606509156,Địa điểm shopping mall tại Phan Thiet,shopping_mall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Tien Giang,Tien Giang,4.7,['school'],10.826474778884036,105.97034912475164,Địa điểm school tại Tien Giang,school,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Aquarium Nha Trang,Nha Trang,4.6,['aquarium'],12.737357829945244,109.34142330185551,Địa điểm aquarium tại Nha Trang,aquarium,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Hai Phong,Hai Phong,4.5,['car_wash'],20.761115065011182,106.79963209744687,Địa điểm car wash tại Hai Phong,car_wash,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Ba Ria - Vung Tau,Ba Ria - Vung Tau,2.6,['beach'],10.225889074208116,106.7755696326546,Địa điểm beach tại Ba Ria - Vung Tau,beach,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
